Cultured meat	13
Curfew	11
Current transformer	6
Cursor	3
Curve	2
Cutaway	3
Cyberstalking	3
Cypher	7
D-Back	3
DES-X	7
DMOZ	3
DStv	12
Dadeumi	14
Damages	11
Dansbandskampen	12
Dark web	3
Dark-sky preserve	10
Data Base Task Group	3
Data Encryption Standard	7
Dave (TV)	12
Daxx	12
De minimis	11
Death grunt	1
Debugging	3
Decadence	0
Decision-making	0
Declension	1
Declination	2
Decode Entertainment	12
Deconstruction	0
Decriminalization	11
Dedication	9
Deep Web	3
Defence against herbivory	10
Defence against predators	10
Defense (legal)	11
Deficit spending	8
Degenerate art	9
Demersal	10
Demo (software)	3
Denial	0
Denuvo	3
Deportation	11
Depression (mood)	0
Derealization	0
Derivative (finance)	8
Derogation	11
Desert ecology	10
Desiccation	4
Desktop environment	3
Deterrence (legal)	11
Dharmaśāstra	1
Diagonal	2
Dial-up	3
Dialect	1
Dialect continuum	1
Diameter	2
Diaper	14
Dick Figures	12
Dictionary attack	7
Diesel generator	6
Differential cryptanalysis	7
Differential geometry	2
Diffie-Hellman key exchange	7
DigiCel FlipBook	3
Digital Economy Act 2010	12
Digital Millennium Copyright Act	3
Digital signature	7
Digital television	12
Digital television transition	12
Diglossia	1
Dilation (geometry)	2
Dimension	2
Diphthong	1
Diptych	9
DirecTV	12
Direct current	6
Disconnecting switch	6
Discord (software)	3
Disk partition	3
Displacement (psychology)	0
Displacement vector	2
Disposable and discretionary income	8
Dissenting opinion	11
Dissociation (psychology)	0
Dissociative identity disorder	0
Distributed generation	6
Distributed revision control	3
Distribution board	6
Document Object Model	3
Documenta	9
Domain Name System	3
Domain hack	3
Domestic partnership	11
Domestication	13
Dominance (ethology)	10
Door god	9
Double helix	2
Dow Chemical	4
Download	3
Drainage	13
Drawing	9
Dream	0
Dream Market	12
Dress clothes	14
Dress code	14
Driver's license	11
Drum and bugle corps	1
Drumhead court-martial	11
Dry cleaning	14
Due process	11
Duel	11
Duet	1
Duty to rescue	11
Duverger's law	11
Dynamic-link library	3
E. B. Ford	10
EFF DES cracker	7
ELIZA	0
ESTREAM	7
EasyBCD	3
Eating disorder	0
Ecclesiastical court	11
Ecohydrology	10
Ecological economics	10
Ecological genetics	10
Ecological niche	10
Ecological succession	10
Ecological yield	10
Ecology	10
Ecosystem services	10
Eddy current	6
Edge effect	6
Edge effects (ecology)	10
Education Loan Finance	8
Ego depletion	0
Egocentrism	0
Elder abuse	0
Electric arc	6
Electric charge	6
Electric current	6
Electric match	6
Electric potential	6
Electric power	6
Electric power distribution	6
Electric power transmission	6
Electric switchboard	6
Electrical cell	6
Electrical circuit	6
Electrical conductivity	6
Electrical enclosure	6
Electrical energy	6
Electrical engineering	6
Electrical filament	6
Electrical generator	6
Electrical grid	6
Electrical impedance	6
Electrical machine	6
Electrical resistance	6
Electrical substation	6
Electricity	6
Electricity meter	6
Electrocution	6
Electrocyclic reaction	4
Electrode	6
Electroluminescence	6
Electrolysis of water	6
Electrolyte	6
Electron affinity	4
Electron configuration	4
Electron crystallography	4
Electronic signature	11
Electronic system	6
Electrostatics	6
Elliptic curve	2
Elu (Portuguese pronoun)	1
Embodiment theory	0
Emotional intelligence	0
Empathy	0
Empty Homes Tax	12
Emulator	3
Enciclopedia d'arte italiana	9
Encryption	7
Endangered language	1
English law	11
Enigma machine	7
Ensemble	1
Enterprise Java Beans	3
Entrapment	11
Entten tentten teelikamentten	1
Environmental chemistry	4
Environmental impact of aviation	5
Environmental revitalization	10
Epic of Gilgamesh	9
Episode	12
Equal justice under law	11
Equality (mathematics)	2
Erikson's stages of psychosocial development	0
Estate (law)	11
Ethereum	8
Etymology	1
Euclidean distance	2
Euclidean geometry	2
Euclidean space	2
Euthanasia Coaster	0
Evapotranspiration	10
Event-driven programming	3
Everyday (video)	12
Everything as a service	3
Evidence	11
Ex post facto law	11
Exact (company)	12
Excitation (magnetic)	6
Executive order	11
Exede	12
Exor	12
Extinction (astronomy)	2
Extortion	11
Extragalactic astronomy	2
Extrajudicial killing	11
Extranet	3
Extraterrestrial sky	2
Eye Movement Desensitization and Reprocessing	0
FATCA agreement between Canada and the United States	11
FTP	3
Factoring (finance)	8
Fallingwater	9
False confession	11
False consensus	0
Famine	13
Faraday cage	6
Faraday's laws of electrolysis	6
Farming	13
Fauna	10
FeedDemon	12
Feeling Good: The New Mood Therapy	0
Feistel cipher	7
Fernsehturm	12
Ferroelectricity	6
Fertilizer	13
Figure of speech	1
File extension	3
File hosting service	3
File sharing	3
FileZilla	3
Filter (internet)	3
Filter feeder	10
Final Cut Pro X	3
Finance	8
Financial District	8
Financial Services Authority	8
Financial Stability Board	8
Financial capital	8
Financial market	8
Financial regulation	8
Financial technology	8
Firewall (networking)	3
First language	1
Fixppo	3
Flame test	4
Flash point	4
Flashback	0
Flatland	2
Flexagon	2
Flight number	5
Flight recorder	5
Floor plan	2
Flora	10
Flotation	4
Flow (psychology)	0
Fluoridation	4
Flyby (spaceflight)	5
Flying Spaghetti Monster	9
Flyover	5
Folder (computing)	3
Folio	2
Folk punk	1
Fomalhaut b	2
Food chain	10
Food coloring	4
Food web	10
Foreshadowing	0
Forgetting curve	0
Fork (software development)	3
Form	2
Foster care	11
Four temperaments	0
Fractional distillation	4
Fractionating column	4
Free and open-source software	3
Free radical	4
Free software movement	3
FreeOTFE	7
Freeware	3
French touch	9
Freud's psychoanalytic theories	0
FrostWire	3
Frustration	0
Fundamental attribution error	0
Fundraising	8
Furry	0
Futures contract	8
GParted	3
Gaia hypothesis	10
Galactic halo	2
Galactic quadrant	2
Galvanometer	6
Game engine	3
Gargoyle	9
Garlic production in China	12
Garnishment	11
Gaslighting	0
Gaston Bussière (painter)	9
Gel electrophoresis	6
Gender dysphoria	0
General American	1
General Data Protection Regulation	12
Genetically modified food	13
Geo (microformat)	2
Geocentrism	2
Geodesic	2
Geoglyph	2
Geometry	2
German automobile number plates	12
Gesamtkunstwerk	9
Gestalt therapy	0
Ghana National Farmers' Day	13
Ghillie suit	14
Gibberish	1
Girth	2
Glide (API)	3
Glyphosate	13
Godwin's law	11
Going Solo	5
Golden Eagle Award	12
Google Drive	3
Google I/O	3
Google Maps (application)	3
Gopher (protocol)	3
Gowling WLG	8
Grain elevator	13
Gramme machine	6
Grand jury	11
Graphical projection	2
Graveyard slot	12
Great Lakes	10
Green manure	13
Green roof	13
Greenhouse effect	10
Grime (music)	12
Gross indecency	11
Guilded	12
Guilt (law)	11
H.264/MPEG-4 AVC	3
HCard	3
HM Treasury	8
HTML	3
HTTP 404	3
HTTP cookie	3
Habeas corpus	11
Halakha	11
Half-space (geometry)	2
Hall church	9
Hallucination	0
Haltlose personality disorder	0
Ham sandwich theorem	2
Hanging Houses of Cuenca	9
Hardiness zone	10
Harlem Renaissance	9
Harm	0
Harmonia Macrocosmica	2
Harvest	13
Hay	13
Hazard	0
Heat lightning	6
Heavy metals	4
Hedge	13
Hedge fund	8
Hellenistic art	9
Hello world program	3
Herbicide	13
Herbivore	10
Herding	13
Heterotroph	10
Hex editor	3
Hick's law	0
High-definition video	12
High-voltage direct current	6
HighBeam Research	12
Highly sensitive person	0
Hijan Hirao	9
Hinglish	1
Historical novel	9
Hiyang Hiren	9
Hiʻiaka (moon)	2
Holding company	8
Home directory	3
Homograph	1
Homophone	1
Hong Kong national security law	11
Hook (music)	1
Horizontal	2
Horror story	0
Horticulture	13
Hostname	3
Hotspot (computers)	3
Hotsuit	14
Hubble Extreme Deep Field	2
Human nature	0
Human powered aircraft	5
Humus	13
Hydration	4
Hydrogen economy	8
Hydrogenation	4
Hydrolysis	4
Hydron	4
Hydrophobe	4
Hydroponics	13
Hydroxide	4
Hyperbolic geometry	2
Hyperplane	2
Hypertext Transfer Protocol	3
Hypervisor	3
Hypnosis	0
Hypostatic model of personality	0
Hypostyle	9
Hypotenuse	2
IC50	4
ICANN	12
IEC 61850	6
INTLAB	3
IP address	3
IPsec	7
IRC bot	3
IZarc	3
Icon	9
Id, ego, and super-ego	0
Ideal gas	4
Idiot	0
Illegal logging	11
Imagination	0
Imagine (3D modeling software)	3
Immovable property	11
Impartiality	11
Impossible object	2
Imposter syndrome	0
Impresario	9
Impressionist music	9
Improper rotation	2
Impurity	4
Incest	11
Independent Power Producer	6
Indian Act	11
Indian Penal Code	11
Indian passport	11
Individual retirement account	8
Industrial relations	8
Inflection point	2
Infobot	3
Information leakage	7
Infrared	3
Infrastructure	13
Initial public offering	8
Injunction	11
Inorganic chemistry	4
Insanity defense	11
Insecticide	10
Insider trading	8
Instaknow Software	3
Installation (computer programs)	3
Instinct	0
Instrumental	1
Insulator (electricity)	6
Integrated development environment	3
Integrated pest management	13
Intellectual disability	0
Intensive farming	13
Intercropping	13
Interest rate	8
Interlanguage fossilization	1
Interlinear text	1
Intermolecular force	4
International Air Transport Association	5
International Art Society & Academy	9
International Association of Aviation Personnel Schools	5
International Auxiliary Language Association	1
International Bank Account Number	8
International Clarinet Association	12
International Data Encryption Algorithm	7
International Fertilizer Development Center	13
International Food Policy Research Institute	13
International Music Score Library Project	12
International Union of Architects	9
International Union of Pure and Applied Chemistry	4
Internet	3
Internet Key Exchange	7
Internet Movie Database	12
Internet leak	3
Internet safety	3
Interplanetary internet	3
Interpreter (computing)	1
Interstellar medium	4
Interstellar travel	6
Intolerable Acts	11
Intranet	3
Introversion and extraversion	0
Invasive species	10
Inverter	6
Investment	8
Invitee	11
Iodine test	4
Ion	6
Ion exchange chromatography	4
Ionic compound	4
Ionization energy	4
Irrigation	13
Islamic geometric patterns	9
Islamophobia	0
Isolation for the purpose of abuse	0
Isomerization	4
Isometry	2
Israel Broadcasting Authority	12
Italian car number plates	12
Iwan	9
Izmailovo Kremlin	9
Jacques Necker	8
James Lovelock	10
Jane's Walk	9
JavaScript	3
Jet fuel	5
Jiizas: di Buk We Luuk Rait bout Im	1
Job Control Language	3
Job satisfaction	0
John Doe	11
Johnny Castaway	12
Joule's laws	11
Judgment	11
Judgment (law)	11
Judicial activism	11
Judicial opinion	11
Judicial review	11
Judiciary	11
Jure uxoris	9
Jurisdiction	11
Jurisprudence	11
Justice	11
Justice of the peace	11
Kabulig Bikol	1
Kepler's Laws	2
Kerberos (protocol)	7
Kerckhoffs's principle	11
Key (cryptography)	7
Key derivation function	7
Key distribution center	7
Key exchange	7
Key generation	7
Key schedule	7
Key size	7
Key space	7
Key whitening	7
Key-agreement protocol	7
Keystone species	10
Keystream	7
Khamba Thoibi	9
Khongjomnubi Nongarol	9
Kibbutz	13
Kilt	14
Kirchhoff's circuit laws	6
Klein bottle	2
Kleksography	9
Knowledge Graph	3
Knowledge of results	0
Known-plaintext attack	7
Kohlberg Kravis Roberts	8
Konthoujam Nongarol	9
Kyivan Rus Park	12
Kübler-Ross model	0
LA Law Library	11
LEED	6
LOT Polish Airlines Flight 16	5
La vida de Lazarillo de Tormes	9
Laboratory techniques	4
Laienspiegel	11
Landing zone	5
Landscape	13
Landscape architecture	13
Landscape urbanism	9
Language	1
Language attrition	1
Language border	1
Language death	1
Language revival	1
Language transfer	1
Languages of Russia	1
Lanyard	14
Late night television	12
Latex clothing	14
Laundry	14
Law	11
Law firm	11
Law of Azerbaijan	11
Law of the Minimum	11
Law of the land	11
Law review	11
Law school	11
Lawsuit	11
Le Chatelier's principle	4
Learner's permit	11
Learning by teaching	0
Least concern	10
Lect	1
Leet	1
Legacy	9
Legal burden of proof	11
Legal case	11
Legal clinic	11
Legal code	11
Legal entity	11
Legal liability	11
Legal opinion	11
Legal precedent	11
Legal proceeding	11
Legal process	11
Legislation	11
Legitimacy	11
Leima Jagoi	9
Leotard	14
Lessepsian migration	10
Letters patent	11
Lewis acid	4
Lexeme	1
Leyden jar	6
Libido	0
License	11
Lien	8
Lift (force)	5
Light curve	2
Lightning rod	6
Lightning strike	6
Lime kiln	4
LimeWire	3
Line	2
Line segment	2
Linear cryptanalysis	7
Lineman (technician)	6
Lionel Guérin	5
Lipid	4
List of BitTorrent clients	3
List of best-selling singles	12
List of national airlines	5
List of number-one singles of 2021 (Finland)	12
Literary term	1
Literature	9
Loanword	1
LockWiper	7
Lockman Hole	2
Locus (mathematics)	2
Loebner prize	12
Lorenz cipher	7
Loudness war	12
Low voltage ride through	6
Luftfahrtgesellschaft Walter	5
Luminous intensity	2
Lunatic	0
Lungi	14
Luthier	1
Lycos	12
MQV	7
MU*	3
MacGuffin (cipher)	7
Machine translation	1
Magical thinking	0
Magna Carta	11
Magnetic reluctance	6
Magnitude (astronomy)	2
Magnum opus	9
Magua (clothing)	14
Maibi Jagoi	9
Maillard reaction	4
Malayo-Polynesian languages	1
Management buyout	8
Mannerism	9
Manure	13
Maple (CAS)	3
Maps.me	3
Marathon Media Group	12
Marine reserve	10
Marker	1
Market town	8
Mask	14
Maslow's hierarchy of needs	0
Mass hysteria	0
Mass number	4
Mastic	1
Maxi single	12
Maya calendar	9
Mazaron ke phool	9
Medal of Aeronautics	5
Media player	3
Mediacom	12
Medical cannabis	0
Medusa with the Head of Perseus	9
Meessen De Clercq	9
Meet-in-the-middle attack	7
Meitei architecture	9
Memorandum opinion	11
Memorial	9
Memory leak	3
Memrise	3
Merchet	11
Messerschmitt	5
Metallurgy	4
Metonic cycle	2
Metromedia Square	12
Metronome	1
Mexicanal	12
Micro-Hydropower	6
Microatoll	10
Microbial mat	10
Microblog	3
Microcredit	8
Microfinance	8
Microformat	3
Milgram experiment	0
Military camouflage	14
Milk Marketing Board	12
Mimicry	10
Mind	0
Mind control	0
Mindset	0
Mini-skirt	14
Minor (law)	11
Minute	2
Mitigating circumstances	11
Mixotroph	10
Mobile app	3
Mod Archive	3
Model (person)	9
Modern language	1
Modernism	9
Modernist literature	9
Modesty	14
Moirang Sai	9
Mole (unit)	4
Monoculture	13
Monologue	1
Monophthong	1
Monte dei Paschi di Siena	12
Moon landing	5
Morality	0
Morgan Stanley Wealth Management	8
Moroccan architecture	9
Mosaic	9
Motif	9
Motivation	0
Motor soft starter	6
Motor–generator	6
Mozilla Thunderbird	3
Muff	14
Multialphabetism	1
Music of Africa	9
Music session	1
Music stand	1
Musicology	9
Mutual fund	8
Mutual intelligibility	1
My Computer	3
My Grandfather's Clock	1
Myco-heterotrophy	10
Myers-Briggs Type Indicator	0
Möbius strip	2
N (Poland)	12
NATO phonetic alphabet	1
NBC Studios (New York City)	12
NTFS	3
Nadir	2
Naked eye	2
Name tag	14
Naming rights	8
Napoleonic Code	11
Narcissism	0
Narcissistic parent	0
National Association of Broadcasters	12
National Building Museum	9
National Center for Missing & Exploited Children	12
National memorial	9
Native (ecology)	10
Native speaker	1
Natural capital	10
Natural language	1
Natural person	11
Naturalism (literature)	9
Nature's services	10
Naval Aviation	5
Need	0
Needham-Schroeder protocol	3
Negligence	11
Neilsen rating	12
Neoclassicism music	9
Neologism	1
Neopronoun	1
Nernst equation	6
Net Nanny	3
Net neutrality	3
NetBackup	3
Network Functions Virtualization	3
Network address translation	3
Neusis construction	2
Next of kin	11
Nightmare	0
Nitrogen cycle	10
Nitrogen fixation	10
Nmap	3
No man's land	13
Noble gas compound	4
Noli me tangere	1
Non-Euclidean geometry	2
Non-fungible token	12
Non-renewable resource	10
Normal (geometry)	2
Norton AntiVirus	3
Not proven	11
Notary	11
Notes from the psychoanalysis of Knut Hamsun	0
Novella	1
Nuclear chemistry	4
Nuremberg principles	11
Nursery (horticulture)	13
Nutrient	10
OEM	3
Obfuscation	1
Objectification	9
Obstruction of justice	11
Octane rating	4
Octet rule	4
Octopus card	12
Odor	4
Offshore investment	8
Ohka	5
Ohm's law	6
One-line diagram	6
One-time pad	7
One-way function	7
Oneirology	0
Online and offline	3
Online shopping	3
Open content	3
Open source	3
OpenNIC	3
OpenVPN	7
Operant conditioning	0
Operating reserve	6
Operation Yellow Ribbon	5
Optical illusion	0
Options Clearing Corporation	8
Orbital revolution	2
Orchard	13
Organic chemistry	4
Organic farms	13
Organotroph	10
Orientability	2
Origin story	9
Orthographic depth	1
Orthographic projection	2
Orthography	1
Otherkin	0
Outsider art	9
Over-harvesting	10
Overcoat	14
Overfishing	10
Overpopulation	10
Overvoltage	6
Ox Mountain	9
PC bang	3
PH	4
POST (HTTP)	3
PSU Zephyrus	5
Pacific Northwest tree octopus	12
Package management system	3
Padded cell	0
Padding (cryptography)	7
Paddy field	13
Page-turner	1
PageCloud	3
Pairwise comparison	0
Pajamas	14
Pakistani nationality law	11
Pakistani passport	11
Palau Language Commission	1
Palau de les Belles Arts	9
Palm oil	13
Pangram	1
Panthoibi Jagoi	9
Panthoibi Khongul	9
Paparazzi Project	3
Parable	1
Paraffin	4
Parallel (geometry)	2
Parallel postulate	2
Parasomnia	0
Pareidolia	0
Parental advisory	11
Parliamentary procedure	11
Partial discharge	6
Particle	4
Particle size (general)	4
Partition editor	3
Partition table	3
Partnership of a European Group of Aeronautics and Space Universities	5
Party (law)	11
Passion cantata	9
Passive-aggressive behaviour	0
Password	7
Pastel	9
Pasties	14
Pasture	13
Patch	14
Patina	4
Patronage	8
Pattern language	1
Pavillon de l'Arsenal	9
PayPal	8
Payment	8
Peabody Award	12
Peaking power plant	6
Peer pressure	0
Peer-to-peer file sharing	12
Pelagic zone	1
Penjing	9
Pennsylvania Bar Association	11
Penthouse	9
People's Bank (Sri Lanka)	8
Per curiam decision	11
Percent-encoding	3
Perfectionism	0
Perimeter	2
Period (periodic table)	4
Permit	11
Permutation box	7
Persian architecture	9
Perspective (graphical)	2
Persuasion	0
Petition	11
Petrochemical	4
Petroleum product	4
Pharmaceutical chemistry	4
Phase change	4
Phoenician language	1
Phoneme	1
Phonetics	1
Photocatalysis	4
Photochemistry	4
Photodissociation	4
Photoflash capacitor	6
Photometry (astronomy)	2
Photomontage	9
Photosphere	2
Phototroph	10
PhpBB	3
Physical abuse	0
Physical chemistry	4
Physical unclonable function	6
Pi	2
Picture frame	9
Pidgin (software)	3
Pietra dura	9
Piezoelectricity	6
Pillar tomb	9
Pin stripes	14
Pipelight	3
Pixelization	3
Plagiarism	1
Plaintext	7
Plan view	2
Planetary science	2
Planform	2
Planisphere	2
Plankton	10
Plant breeding	13
Plant cutting	13
Plantation	13
Play therapy	0
Pleading	11
Plural ignorance	0
Poet	9
Poincaré conjecture	2
Point (geometry)	2
Point of view (philosophy)	0
Poireiton Khunthok	9
Police	11
Police state	11
Political freedom	11
Pollinator	10
Pollutant	10
Polsat Box	12
Polymorphism	10
Popular science	12
Port forwarding	3
Port scanner	3
Portfolio management	8
Portrait	9
Portuguese alphabet	1
Possession	11
Postmodernism	0
Potato blight	13
Power consumption	6
Power cut	6
Power factor	6
Power station	6
Power supply unit	6
Power system harmonics	6
Power system protection	6
Pre-shared key	7
Precision Approach Path Indicator	2
Predator-prey equations	10
Premium economy	5
Prequel	1
Presentation software	3
Presidential portrait (United States)	9
Presumption of innocence	11
Pretty Good Privacy	7
Preview	3
Primary and secondary legislation	11
Primary production	10
Primatologist	10
Primetime	12
Primogeniture	11
Privacy	11
Private bill	11
Private equity	8
Private network	3
Pro-choice	11
Probate	11
Product (chemistry)	4
Product cipher	7
Profiling	0
Programme music	1
Project Athena	3
Promise	11
Proof-of-work system	8
Propaganda	12
Propeller	5
Property law	11
Property tax	11
Proprietary software	3
Protected area	10
Protecting Children from Internet Pornographers Act	12
Protologism	1
Protonation	4
Protractor	2
Provenance	9
Proverb	11
Proxy server	3
Psyche (psychology)	0
Psychoanalysis	0
Psychological abuse	0
Psychological nativism	0
Psychological test	0
Psychological trauma	0
Psychological warfare	0
Psychology	0
Psychometrics	0
Psychoneuroimmunology	0
Psychopathology	0
Public figure	11
Public interest	8
Public journal	11
Public speaking	1
Public-key cryptography	7
Punitive damages	11
Puppet (software)	3
PyMOL	3
Pygmalion effect	0
